"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1988-07",95.55579,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1988-08",95.6888,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1988-09",96.03544,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1988-10",96.35114,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1988-11",96.55537,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1988-12",96.72677,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-01",97.03714,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-02",97.63526,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-03",98.37474,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-04",99.08472,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-05",99.657,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.0904,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.4342,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.8025,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-09",101.2346,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-10",101.7538,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-11",102.3403,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1989-12",102.9226,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-01",103.4644,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-02",103.881,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-03",104.093,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-04",104.0637,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-05",103.7725,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-06",103.2124,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-07",102.408,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-08",101.4304,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-09",100.3758,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-10",99.21154,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-11",98.00224,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1990-12",96.91119,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-01",96.15483,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-02",95.87303,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-03",96.04867,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-04",96.42821,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-05",96.82948,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-06",97.20689,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-07",97.58365,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-08",98.0085,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-09",98.53112,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.12804,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.69418,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1991-12",100.1379,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-01",100.4009,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-02",100.4926,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-03",100.4944,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-04",100.4729,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-05",100.5044,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-06",100.5758,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-07",100.7236,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-08",100.8942,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-09",101.0805,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-10",101.3148,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-11",101.6053,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1992-12",101.9632,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-01",102.3916,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-02",102.8102,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-03",103.1239,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-04",103.2923,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-05",103.2836,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-06",103.097,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-07",102.7642,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-08",102.3308,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-09",101.775,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-10",100.986,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-11",99.8433,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1993-12",98.28963,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-01",96.3298,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-02",94.16343,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-03",92.26308,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-04",91.03732,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-05",90.84402,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-06",91.80883,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-07",93.62979,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-08",95.74728,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-09",97.673,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-10",99.15081,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.1718,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.8635,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-01",101.3874,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-02",101.9189,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-03",102.4942,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-04",103.0671,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-05",103.5277,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-06",103.7929,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-07",103.8125,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-08",103.601,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-09",103.1824,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-10",102.7061,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-11",102.2568,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1995-12",101.8736,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-01",101.6242,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-02",101.5563,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-03",101.5447,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-04",101.4331,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-05",101.2031,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-06",100.9253,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-07",100.6964,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-08",100.5911,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-09",100.655,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-10",100.8924,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-11",101.2659,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1996-12",101.758,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-01",102.3209,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-02",102.8237,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-03",103.1878,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-04",103.4134,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-05",103.5384,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-06",103.6196,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-07",103.6457,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-08",103.5533,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-09",103.3381,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-10",102.9947,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-11",102.5625,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1997-12",102.1491,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-01",101.8275,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-02",101.6211,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-03",101.411,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-04",101.0471,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.4387,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-06",99.49604,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-07",98.25114,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-08",96.82789,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-09",95.38451,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-10",94.17825,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-11",93.49015,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1998-12",93.50766,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-01",94.1359,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-02",95.09949,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-03",96.10369,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-04",96.96326,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-05",97.58126,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-06",98.04327,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-07",98.51354,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-08",99.13224,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.021,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-10",101.1529,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-11",102.4474,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","1999-12",103.7916,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-01",105.0196,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-02",105.9849,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-03",106.5279,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-04",106.6163,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-05",106.3689,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-06",105.9089,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-07",105.2981,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-08",104.5045,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-09",103.4261,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-10",101.9498,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-11",100.0273,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2000-12",97.78635,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-01",95.50971,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-02",93.48747,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-03",92.10489,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-04",91.64701,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-05",91.95078,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-06",92.60729,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-07",93.36021,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-08",94.12591,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-09",94.88965,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-10",95.74501,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-11",96.73953,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2001-12",97.72766,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-01",98.60279,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.26794,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-03",99.71272,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-04",99.90697,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-05",99.86769,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-06",99.67032,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-07",99.48937,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-08",99.42923,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-09",99.50404,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-10",99.68667,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-11",99.79689,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2002-12",99.66808,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-01",99.31508,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-02",98.89435,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-03",98.62511,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-04",98.6703,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-05",99.01693,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-06",99.53959,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-07",100.1334,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-08",100.7656,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-09",101.399,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-10",101.9863,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-11",102.4114,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2003-12",102.5967,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-01",102.5285,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-02",102.2823,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-03",101.9247,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-04",101.5601,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-05",101.2644,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-06",101.1067,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-07",101.1125,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-08",101.2626,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-09",101.5228,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-10",101.7979,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-11",101.9996,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2004-12",102.0882,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-01",101.9852,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-02",101.6945,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-03",101.2607,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.7847,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.3809,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.1567,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.1905,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.4306,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.7797,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-10",101.1157,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-11",101.3206,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2005-12",101.3462,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.2313,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.0394,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.8211,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.6104,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.4173,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-06",100.2434,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-07",100.1108,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-08",100.1342,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-09",100.3212,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-10",100.6413,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.0548,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.4559,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.7474,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.8546,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.8486,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.8292,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.9067,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.1978,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.6601,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",103.1543,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",103.6293,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",104.0266,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",104.3116,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",104.4287,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",104.3262,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",103.9618,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",103.2842,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",102.3787,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",101.2653,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.89264,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",98.20328,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",96.2081,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",93.98871,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",91.8744,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",90.34373,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",89.72036,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",90.01254,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",91.07977,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",92.68443,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",94.50765,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.21939,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.58723,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",98.55779,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",99.23227,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.74277,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",100.1539,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",100.5091,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",100.8107,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.035,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",101.144,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",101.1934,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",101.2006,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.1968,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.2566,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.3916,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.5875,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.7559,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.8899,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",102.0058,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.117,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.1876,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.0647,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.8826,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.653,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.406,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.197,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.0813,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",101.0746,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",101.1411,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",101.182,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",101.2046,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",101.1849,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",101.1516,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",101.1279,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",101.0336,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",100.8398,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",100.6317,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",100.4357,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",100.2859,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",100.1711,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",100.0891,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",100.0338,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",100.0395,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",100.1311,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.3264,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.5869,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.8316,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.9784,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",101.0232,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.9807,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.8395,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.6508,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.4355,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.1608,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.82421,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",99.5059,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",99.31146,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",99.3193,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",99.50693,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",99.78222,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.0465,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.238,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.3635,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.4672,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.5709,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.6377,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.6513,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.6047,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.5004,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.3084,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.029,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.70633,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.36221,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.03993,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",98.85687,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",98.77826,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",98.7779,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",98.83481,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",98.88235,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",98.84748,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",98.73522,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",98.64819,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",98.6992,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",98.87676,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.12471,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.3814,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.61495,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.82918,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.0295,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.1773,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.2744,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.3442,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.4555,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.6828,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.9784,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",101.323,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",101.7436,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-06",102.2457,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-07",102.7727,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-08",103.2109,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-09",103.4826,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-10",103.5514,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-11",103.4593,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2017-12",103.2529,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-01",102.9731,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-02",102.5567,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.9619,
"TUR","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.1775,
